Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Feb 2022,YEM,31900000,Shabwah,Dhar,first projection,2022-06-01,2022-12-31,4,2196,0.15
Feb 2022,YEM,31900000,Shabwah,Dhar,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,all,47806,1.0
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,3+,26292,0.55
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,1,11951,0.25
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,2,9561,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,3,14341,0.3
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,4,11951,0.25
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,all,47806,1.0
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,3+,31073,0.65
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,1,7170,0.15
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,2,9561,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,3,16732,0.35
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,4,14341,0.3
Feb 2022,YEM,31900000,Shabwah,Merkhah al ulya,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,all,54697,1.0
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,3+,19143,0.35
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,1,19143,0.35
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,2,16409,0.3
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,3,13674,0.25
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,4,5469,0.1
Feb 2022,YEM,31900000,Shabwah,Ataq,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,all,54697,1.0
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,3+,21878,0.4
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,1,16409,0.3
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,2,16409,0.3
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,3,13674,0.25
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,4,8204,0.15
Feb 2022,YEM,31900000,Shabwah,Ataq,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,all,52207,1.0
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,3+,20882,0.4
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,1,15662,0.3
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,2,15662,0.3
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,3,15662,0.3
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,4,5220,0.1
Feb 2022,YEM,31900000,Shabwah,As said,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,all,52207,1.0
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,3+,23492,0.45
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,1,15662,0.3
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,2,13051,0.25
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,3,18272,0.35
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,4,5220,0.1
Feb 2022,YEM,31900000,Shabwah,As said,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,all,60514,1.0
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,3+,33282,0.55
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,1,12102,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,2,15128,0.25
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,3,24205,0.4
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,4,9077,0.15
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,all,60514,1.0
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,3+,36307,0.6
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,1,12102,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,2,12102,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,3,24205,0.4
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,4,12102,0.2
Feb 2022,YEM,31900000,Shabwah,Merkhah as sufla,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,all,34750,1.0
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,3+,12162,0.35
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,1,12162,0.35
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,2,10425,0.3
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,3,8687,0.25
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,4,3475,0.1
Feb 2022,YEM,31900000,Shabwah,Rudum,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,all,34750,1.0
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,3+,13899,0.4
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,1,10425,0.3
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,2,10425,0.3
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,3,8687,0.25
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,4,5212,0.15
Feb 2022,YEM,31900000,Shabwah,Rudum,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,all,24028,1.0
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,3+,10812,0.45
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,1,7208,0.3
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,2,6007,0.25
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,3,7208,0.3
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,4,3604,0.15
Feb 2022,YEM,31900000,Shabwah,Jardan,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,all,24028,1.0
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,3+,13214,0.55
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,1,6007,0.25
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,2,4805,0.2
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,3,8409,0.35
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,4,4805,0.2
Feb 2022,YEM,31900000,Shabwah,Jardan,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,all,15117,1.0
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,3+,6046,0.4
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,1,5290,0.35
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,2,3779,0.25
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,3,3779,0.25
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,4,2267,0.15
Feb 2022,YEM,31900000,Shabwah,Arma,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,all,15117,1.0
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,3+,7558,0.5
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,1,4535,0.3
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,2,3023,0.2
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,3,4535,0.3
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,4,3023,0.2
Feb 2022,YEM,31900000,Shabwah,Arma,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,all,46494,1.0
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,3+,27895,0.6
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,1,9298,0.2
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,2,9298,0.2
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,3,18597,0.4
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,4,9298,0.2
Feb 2022,YEM,31900000,Shabwah,Usaylan,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,all,46494,1.0
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,3+,30220,0.65
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,1,6974,0.15
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,2,9298,0.2
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,3,18597,0.4
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,4,11623,0.25
Feb 2022,YEM,31900000,Shabwah,Usaylan,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,all,43999,1.0
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,3+,17598,0.4
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,1,13199,0.3
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,2,13199,0.3
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,3,10999,0.25
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,4,6599,0.15
Feb 2022,YEM,31900000,Shabwah,Habban,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,all,43999,1.0
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,3+,19798,0.45
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,1,10999,0.25
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,2,13199,0.3
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,3,13199,0.3
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,4,6599,0.15
Feb 2022,YEM,31900000,Shabwah,Habban,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,all,40815,1.0
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,3+,14284,0.35
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,1,14285,0.35
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,2,12244,0.3
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,3,10203,0.25
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,4,4081,0.1
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,all,40815,1.0
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,3+,16325,0.4
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,1,12244,0.3
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,2,12244,0.3
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,3,10203,0.25
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,4,6122,0.15
Feb 2022,YEM,31900000,Shabwah,Ar rawdah,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,all,14014,1.0
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,3+,5605,0.4
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,1,4204,0.3
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,2,4204,0.3
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,3,4204,0.3
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,4,1401,0.1
Feb 2022,YEM,31900000,Shabwah,Al talh,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,all,14014,1.0
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,3+,6306,0.45
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,1,3503,0.25
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,2,4204,0.3
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,3,4204,0.3
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,4,2102,0.15
Feb 2022,YEM,31900000,Shabwah,Al talh,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,all,19760,1.0
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,3+,10868,0.55
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,1,4940,0.25
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,2,3952,0.2
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,3,6916,0.35
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,4,3952,0.2
Feb 2022,YEM,31900000,Shabwah,Hatib,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,all,19760,1.0
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,3+,11856,0.6
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,1,3952,0.2
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,2,3952,0.2
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,3,6916,0.35
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,4,4940,0.25
Feb 2022,YEM,31900000,Shabwah,Hatib,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,all,32879,1.0
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,3+,21370,0.65
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,1,4932,0.15
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,2,6575,0.2
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,3,13151,0.4
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,4,8219,0.25
Feb 2022,YEM,31900000,Shabwah,Ain,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,all,32879,1.0
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,3+,21370,0.65
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,1,4931,0.15
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,2,6575,0.2
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,3,13151,0.4
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,4,8219,0.25
Feb 2022,YEM,31900000,Shabwah,Ain,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,all,62690,1.0
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,3+,31344,0.5
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,1,12538,0.2
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,2,18807,0.3
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,3,21941,0.35
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,4,9403,0.15
Feb 2022,YEM,31900000,Shabwah,Nisab,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,all,62690,1.0
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,3+,37614,0.6
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,1,12538,0.2
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,2,12538,0.2
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,3,25076,0.4
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,4,12538,0.2
Feb 2022,YEM,31900000,Shabwah,Nisab,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,all,61704,1.0
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,3+,21596,0.35
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,1,21596,0.35
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,2,18511,0.3
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,3,15426,0.25
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,4,6170,0.1
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,all,61704,1.0
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,3+,24681,0.4
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,1,18511,0.3
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,2,18511,0.3
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,3,15426,0.25
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,4,9255,0.15
Feb 2022,YEM,31900000,Shabwah,Mayfa'a,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,all,71885,1.0
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,3+,43131,0.6
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,1,14377,0.2
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,2,14377,0.2
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,3,28754,0.4
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,4,14377,0.2
Feb 2022,YEM,31900000,Shabwah,Bayhan,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,all,71885,1.0
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,3+,46725,0.65
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,1,10782,0.15
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,2,14377,0.2
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,3,28754,0.4
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,4,17971,0.25
Feb 2022,YEM,31900000,Shabwah,Bayhan,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,all,143281,1.0
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,3+,57312,0.4
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,1,35820,0.25
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,2,50148,0.35
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,3,42984,0.3
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,4,14328,0.1
Feb 2022,YEM,31900000,Aden,Craiter,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,all,143281,1.0
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,3+,57312,0.4
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,1,35820,0.25
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,2,50148,0.35
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,3,35820,0.25
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,4,21492,0.15
Feb 2022,YEM,31900000,Aden,Craiter,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,all,151613,1.0
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,3+,83386,0.55
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,1,30322,0.2
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,2,37903,0.25
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,3,53064,0.35
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,4,30322,0.2
Feb 2022,YEM,31900000,Aden,Dar sad,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,all,151613,1.0
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,3+,113708,0.75
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,1,22741,0.15
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,2,15161,0.1
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,3,60645,0.4
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,4,45483,0.3
Feb 2022,YEM,31900000,Aden,Dar sad,first projection,2022-06-01,2022-12-31,5,7580,0.05
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,all,86767,1.0
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,3+,34706,0.4
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,1,21691,0.25
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,2,30368,0.35
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,3,26030,0.3
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,4,8676,0.1
Feb 2022,YEM,31900000,Aden,Khur maksar,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,all,86767,1.0
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,3+,34706,0.4
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,1,21691,0.25
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,2,30368,0.35
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,3,21691,0.25
Feb 2022,YEM,31900000,Aden,Khur maksar,first projection,2022-06-01,2022-12-31,4,13015,0.15
