Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
Aug 2022,YEM,31900000,Taizz,first projection,2022-10-01,2022-12-31,2,1113000,0.35
Aug 2022,YEM,31900000,Taizz,first projection,2022-10-01,2022-12-31,3,918000,0.29
Aug 2022,YEM,31900000,Taizz,first projection,2022-10-01,2022-12-31,4,605000,0.19
Aug 2022,YEM,31900000,Taizz,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,all,621589,1.0
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,3+,350500,0.56
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,1,110000,0.18
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,2,159500,0.26
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,3,212000,0.34
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,4,138500,0.22
Aug 2022,YEM,31900000,Al Jawf,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,all,2428326,1.0
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,3+,1587500,0.61
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,1,350000,0.14
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,2,643500,0.25
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,3,988000,0.38
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,4,599500,0.23
Aug 2022,YEM,31900000,Hajjah,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,all,1118612,1.0
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,3+,567500,0.51
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,1,247000,0.22
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,2,305000,0.27
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,3,358000,0.32
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,4,209500,0.19
Aug 2022,YEM,31900000,Aden,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,all,3869414,1.0
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,3+,2127500,0.55
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,1,679000,0.18
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,2,1063000,0.27
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,3,1341500,0.35
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,4,786000,0.2
Aug 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,all,652041,1.0
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,3+,348500,0.53
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,1,144000,0.22
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,2,160500,0.25
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,3,226000,0.35
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,4,122500,0.19
Aug 2022,YEM,31900000,Abyan,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,all,2299288,1.0
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,3+,1373500,0.6
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,1,381000,0.17
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,2,543500,0.24
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,3,893500,0.39
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,4,480000,0.21
Aug 2022,YEM,31900000,Dhamar,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,all,1072048,1.0
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,3+,672500,0.63
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,1,170000,0.16
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,2,230000,0.22
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,3,419000,0.39
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,4,253500,0.24
Aug 2022,YEM,31900000,Marib,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,all,1129754,1.0
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,3+,505500,0.45
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,1,312500,0.28
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,2,312000,0.28
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,3,292500,0.26
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,4,213000,0.19
Aug 2022,YEM,31900000,Lahj,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,all,1004816,1.0
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,3+,633500,0.63
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,1,128000,0.13
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,2,244500,0.24
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,3,470000,0.47
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,4,163500,0.16
Aug 2022,YEM,31900000,Sa'ada,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,all,193822,1.0
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,3+,64500,0.33
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,1,65500,0.34
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,2,63000,0.32
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,3,48000,0.25
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,4,16500,0.09
Aug 2022,YEM,31900000,Al Maharah,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,all,3158168,1.0
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,3+,1736000,0.55
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,1,443000,0.14
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,2,979500,0.31
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,3,1083000,0.34
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,4,653000,0.21
Aug 2022,YEM,31900000,Al Hudaydah,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,all,3244038,1.0
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,3+,1474000,0.45
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,1,763000,0.24
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,2,1006500,0.31
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,3,978500,0.3
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,4,495500,0.15
Aug 2022,YEM,31900000,Ibb,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,all,707408,1.0
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,3+,367000,0.52
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,1,159000,0.22
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,2,183000,0.26
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,3,260500,0.37
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,4,106500,0.15
Aug 2022,YEM,31900000,Shabwah,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,all,869050,1.0
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,3+,503000,0.58
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,1,171000,0.2
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,2,194000,0.22
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,3,290000,0.33
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,4,213000,0.25
Aug 2022,YEM,31900000,Al Dhale'e,first projection,2022-10-01,2022-12-31,5,0,0
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,all,72422,1.0
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,3+,39500,0.55
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,1,17500,0.24
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,2,15000,0.21
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,3,31500,0.44
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,4,8000,0.11
Aug 2022,YEM,31900000,Socotra,first projection,2022-10-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,all,619003,1.0
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,3+,293915,0.48
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,1,144532,0.23
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,2,180556,0.29
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,3,210157,0.34
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,4,83758,0.14
Feb 2022,YEM,31900000,Abyan,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,all,619003,1.0
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,3+,353436,0.58
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,1,125014,0.2
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,2,140553,0.23
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,3,238728,0.39
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,4,114708,0.19
Feb 2022,YEM,31900000,Abyan,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,all,3653999,1.0
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,3+,2499782,0.68
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,1,402794,0.11
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,2,751423,0.21
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,3,1615525,0.44
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,4,884257,0.24
Feb 2022,YEM,31900000,Al Hudaydah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,all,3653999,1.0
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,3+,2737327,0.74
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,1,334195,0.09
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,2,582477,0.16
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,3,1620170,0.44
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,4,1072512,0.29
Feb 2022,YEM,31900000,Al Hudaydah,first projection,2022-06-01,2022-12-31,5,44645,0.01
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,all,3981000,1.0
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,3+,2179296,0.55
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,1,600965,0.15
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,2,1200740,0.3
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,3,1430265,0.36
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,4,749031,0.19
Feb 2022,YEM,31900000,Amanat Al Asimah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,all,3981000,1.0
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,3+,2371248,0.6
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,1,600965,0.15
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,2,1008788,0.25
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,3,1456549,0.37
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,4,892378,0.22
Feb 2022,YEM,31900000,Amanat Al Asimah,first projection,2022-06-01,2022-12-31,5,22321,0.01
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,all,1231000,1.0
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,3+,642988,0.53
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,1,232745,0.19
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,2,355266,0.29
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,3,476611,0.39
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,4,166377,0.14
Feb 2022,YEM,31900000,Sana'a,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,all,1231000,1.0
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,3+,697274,0.56
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,1,232745,0.19
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,2,300981,0.24
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,3,456158,0.37
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,4,240023,0.19
Feb 2022,YEM,31900000,Sana'a,first projection,2022-06-01,2022-12-31,5,1093,0
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,all,830001,1.0
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,3+,417086,0.5
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,1,167476,0.2
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,2,245439,0.3
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,3,297879,0.36
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,4,119207,0.14
Feb 2022,YEM,31900000,Al Bayda,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,all,830001,1.0
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,3+,444435,0.54
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,1,167476,0.2
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,2,218090,0.26
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,3,289487,0.35
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,4,154948,0.19
Feb 2022,YEM,31900000,Al Bayda,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,all,3117999,1.0
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,3+,1361684,0.44
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,1,715347,0.23
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,2,1040968,0.33
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,3,939133,0.3
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,4,422551,0.14
Feb 2022,YEM,31900000,Ibb,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,all,3117999,1.0
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,3+,1530354,0.49
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,1,707043,0.23
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,2,880602,0.28
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,3,965510,0.31
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,4,564844,0.18
Feb 2022,YEM,31900000,Ibb,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,all,642000,1.0
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,3+,435028,0.68
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,1,62488,0.1
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,2,144484,0.23
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,3,305528,0.48
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,4,129500,0.2
Feb 2022,YEM,31900000,Raymah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,all,642000,1.0
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,3+,461886,0.72
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,1,62488,0.1
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,2,117625,0.18
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,3,288524,0.45
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,4,167293,0.26
Feb 2022,YEM,31900000,Raymah,first projection,2022-06-01,2022-12-31,5,6069,0.01
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,all,1618329,1.0
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,3+,486516,0.3
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,1,590191,0.36
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,2,541622,0.33
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,3,403607,0.25
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,4,82908,0.05
Feb 2022,YEM,31900000,Hadramaut,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,all,1618329,1.0
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,3+,647421,0.4
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,1,481832,0.3
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,2,489076,0.3
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,3,501601,0.31
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,4,145820,0.09
Feb 2022,YEM,31900000,Hadramaut,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,all,3487612,1.0
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,3+,1787243,0.51
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,1,622637,0.18
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,2,1077732,0.31
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,3,1165767,0.33
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,4,621476,0.18
Feb 2022,YEM,31900000,Taizz,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,all,3487612,1.0
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,3+,1908508,0.55
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,1,622637,0.18
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,2,956467,0.27
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,3,1103277,0.32
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,4,805232,0.23
Feb 2022,YEM,31900000,Taizz,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,all,645000,1.0
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,3+,417882,0.65
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,1,89255,0.14
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,2,137863,0.21
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,3,278047,0.43
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,4,139836,0.22
Feb 2022,YEM,31900000,Al Jawf,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,all,645000,1.0
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,3+,445547,0.69
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,1,89255,0.14
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,2,110198,0.17
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,3,261071,0.4
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,4,174284,0.27
Feb 2022,YEM,31900000,Al Jawf,first projection,2022-06-01,2022-12-31,5,10193,0.02
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,all,2237339,1.0
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,3+,1574476,0.7
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,1,259986,0.12
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,2,402877,0.18
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,3,997680,0.45
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,4,545593,0.24
Feb 2022,YEM,31900000,Hajjah,current,2022-01-01,2022-05-31,5,31202,0.01
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,all,2237339,1.0
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,3+,1680430,0.75
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,1,247145,0.11
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,2,309765,0.14
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,3,955656,0.43
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,4,676071,0.3
Feb 2022,YEM,31900000,Hajjah,first projection,2022-06-01,2022-12-31,5,48703,0.02
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,all,698001,1.0
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,3+,328180,0.47
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,1,187286,0.27
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,2,182535,0.26
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,3,222146,0.32
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,4,106034,0.15
Feb 2022,YEM,31900000,Shabwah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,all,698001,1.0
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,3+,368918,0.53
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,1,160410,0.23
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,2,168673,0.24
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,3,234438,0.34
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,4,134480,0.19
Feb 2022,YEM,31900000,Shabwah,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,all,1083001,1.0
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,3+,474079,0.43
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,1,257124,0.24
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,2,351798,0.32
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,3,319192,0.29
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,4,154887,0.14
Feb 2022,YEM,31900000,Aden,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,all,1083001,1.0
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,3+,534392,0.5
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,1,244933,0.23
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,2,303676,0.28
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,3,325895,0.3
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,4,200916,0.19
Feb 2022,YEM,31900000,Aden,first projection,2022-06-01,2022-12-31,5,7581,0.01
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,all,180000,1.0
